Code,Borough,Year,Offences,Rate,Number_of_offences
E09000017,Hillingdon,2004-05,Theft and Handling,39.7,"9,883"
E09000018,Hounslow,2004-05,Theft and Handling,44.5,"9,755"
E09000019,Islington,2004-05,Theft and Handling,98.6,"17,822"
E09000020,Kensington and Chelsea,2004-05,Theft and Handling,90.3,"14,969"
E09000021,Kingston upon Thames,2004-05,Theft and Handling,41.6,"6,291"
E09000022,Lambeth,2004-05,Theft and Handling,63.4,"17,401"
E09000023,Lewisham,2004-05,Theft and Handling,43.5,"10,981"
E09000024,Merton,2004-05,Theft and Handling,34,"6,423"
E09000025,Newham,2004-05,Theft and Handling,53.4,"13,596"
E09000026,Redbridge,2004-05,Theft and Handling,41.6,"10,347"
E09000027,Richmond upon Thames,2004-05,Theft and Handling,33.5,"6,003"
E09000028,Southwark,2004-05,Theft and Handling,65.8,"16,921"
E09000029,Sutton,2004-05,Theft and Handling,32.3,"5,843"
E09000030,Tower Hamlets,2004-05,Theft and Handling,72.5,"15,302"
E09000031,Waltham Forest,2004-05,Theft and Handling,48.6,"10,942"
E09000032,Wandsworth,2004-05,Theft and Handling,45.9,"12,788"
E09000033,Westminster,2004-05,Theft and Handling,225.4,"48,363"
#N/A,Heathrow,2004-05,Theft and Handling,n/a,"4,107"
E13000001,Inner London,2004-05,Theft and Handling,79.6,"232,166"
E13000002,Outer London,2004-05,Theft and Handling,39,"175,991"
E12000007,Met Police Area,2004-05,Theft and Handling,55.5,"412,264"
727,England and Wales,2004-05,Theft and Handling,13.9,"738,531"
E09000002,Barking and Dagenham,2005-06,Theft and Handling,43.3,"7,194"
E09000003,Barnet,2005-06,Theft and Handling,46.4,"15,200"
E09000004,Bexley,2005-06,Theft and Handling,27.6,"6,136"
E09000005,Brent,2005-06,Theft and Handling,42,"11,371"
E09000006,Bromley,2005-06,Theft and Handling,36.9,"11,038"
E09000007,Camden,2005-06,Theft and Handling,101,"21,310"
E09000008,Croydon,2005-06,Theft and Handling,35.4,"12,017"
E09000009,Ealing,2005-06,Theft and Handling,43.1,"13,476"
E09000010,Enfield,2005-06,Theft and Handling,34.1,"9,703"
E09000011,Greenwich,2005-06,Theft and Handling,44.7,"10,297"
E09000012,Hackney,2005-06,Theft and Handling,67,"14,502"
E09000013,Hammersmith and Fulham,2005-06,Theft and Handling,67.3,"11,670"
E09000014,Haringey,2005-06,Theft and Handling,58.8,"13,492"
E09000015,Harrow,2005-06,Theft and Handling,31,"6,849"
E09000016,Havering,2005-06,Theft and Handling,38.5,"8,742"
E09000017,Hillingdon,2005-06,Theft and Handling,38.5,"9,687"
E09000018,Hounslow,2005-06,Theft and Handling,43.5,"9,724"
E09000019,Islington,2005-06,Theft and Handling,98.5,"18,069"
E09000020,Kensington and Chelsea,2005-06,Theft and Handling,81.9,"13,790"
E09000021,Kingston upon Thames,2005-06,Theft and Handling,40.3,"6,143"
E09000022,Lambeth,2005-06,Theft and Handling,57.6,"15,990"
E09000023,Lewisham,2005-06,Theft and Handling,42.1,"10,744"
E09000024,Merton,2005-06,Theft and Handling,35.4,"6,750"
E09000025,Newham,2005-06,Theft and Handling,57.2,"14,523"
E09000026,Redbridge,2005-06,Theft and Handling,40,"10,065"
E09000027,Richmond upon Thames,2005-06,Theft and Handling,31.1,"5,640"
E09000028,Southwark,2005-06,Theft and Handling,61.2,"16,013"
E09000029,Sutton,2005-06,Theft and Handling,33.6,"6,116"
E09000030,Tower Hamlets,2005-06,Theft and Handling,64.7,"13,796"
E09000031,Waltham Forest,2005-06,Theft and Handling,46.4,"10,524"
E09000032,Wandsworth,2005-06,Theft and Handling,43.2,"12,226"
E09000033,Westminster,2005-06,Theft and Handling,196.6,"43,876"
#N/A,Heathrow,2005-06,Theft and Handling,n/a,"3,714"
E13000001,Inner London,2005-06,Theft and Handling,74.4,"220,001"
E13000002,Outer London,2005-06,Theft and Handling,38.7,"176,672"
E12000007,Met Police Area,2005-06,Theft and Handling,53.2,"400,387"
727,England and Wales,2005-06,Theft and Handling,13.4,"716,822"
E09000002,Barking and Dagenham,2006-07,Theft and Handling,39.1,"6,540"
E09000003,Barnet,2006-07,Theft and Handling,35.7,"11,818"
E09000004,Bexley,2006-07,Theft and Handling,22,"4,917"
E09000005,Brent,2006-07,Theft and Handling,37.4,"10,330"
E09000006,Bromley,2006-07,Theft and Handling,32.2,"9,684"
E09000007,Camden,2006-07,Theft and Handling,102.8,"21,693"
E09000008,Croydon,2006-07,Theft and Handling,30.1,"10,251"
E09000009,Ealing,2006-07,Theft and Handling,41.6,"13,117"
E09000010,Enfield,2006-07,Theft and Handling,31.5,"9,061"
E09000011,Greenwich,2006-07,Theft and Handling,37.3,"8,733"
E09000012,Hackney,2006-07,Theft and Handling,56.9,"12,521"
E09000013,Hammersmith and Fulham,2006-07,Theft and Handling,64.9,"11,328"
E09000014,Haringey,2006-07,Theft and Handling,49.4,"11,518"
E09000015,Harrow,2006-07,Theft and Handling,27.7,"6,199"
E09000016,Havering,2006-07,Theft and Handling,33.5,"7,636"
E09000017,Hillingdon,2006-07,Theft and Handling,39.2,"9,983"
E09000018,Hounslow,2006-07,Theft and Handling,39.3,"8,958"
E09000019,Islington,2006-07,Theft and Handling,90.5,"16,775"
E09000020,Kensington and Chelsea,2006-07,Theft and Handling,80.5,"13,308"
E09000021,Kingston upon Thames,2006-07,Theft and Handling,33.7,"5,186"
E09000022,Lambeth,2006-07,Theft and Handling,49.4,"13,851"
E09000023,Lewisham,2006-07,Theft and Handling,37.3,"9,621"
E09000024,Merton,2006-07,Theft and Handling,31,"5,971"
E09000025,Newham,2006-07,Theft and Handling,50.7,"13,091"
E09000026,Redbridge,2006-07,Theft and Handling,36.9,"9,420"
E09000027,Richmond upon Thames,2006-07,Theft and Handling,30.8,"5,616"
E09000028,Southwark,2006-07,Theft and Handling,55,"14,707"
E09000029,Sutton,2006-07,Theft and Handling,31.5,"5,760"
E09000030,Tower Hamlets,2006-07,Theft and Handling,57.2,"12,484"
E09000031,Waltham Forest,2006-07,Theft and Handling,44.4,"10,247"
E09000032,Wandsworth,2006-07,Theft and Handling,41.1,"11,827"
E09000033,Westminster,2006-07,Theft and Handling,180.7,"40,276"
#N/A,Heathrow,2006-07,Theft and Handling,n/a,"3,287"
E13000001,Inner London,2006-07,Theft and Handling,67.9,"203,000"
E13000002,Outer London,2006-07,Theft and Handling,34.6,"159,427"
E12000007,Met Police Area,2006-07,Theft and Handling,48.1,"365,714"
727,England and Wales,2006-07,Theft and Handling,14.1,"760,460"
E09000002,Barking and Dagenham,2007-08,Theft and Handling,36.5,"6,174"
E09000003,Barnet,2007-08,Theft and Handling,30.4,"10,163"
E09000004,Bexley,2007-08,Theft and Handling,24.9,"5,598"
E09000005,Brent,2007-08,Theft and Handling,31,"8,777"
E09000006,Bromley,2007-08,Theft and Handling,28.8,"8,727"
E09000007,Camden,2007-08,Theft and Handling,81.5,"17,238"
E09000008,Croydon,2007-08,Theft and Handling,27.1,"9,337"
E09000009,Ealing,2007-08,Theft and Handling,34.4,"10,959"
E09000010,Enfield,2007-08,Theft and Handling,29.9,"8,709"
E09000011,Greenwich,2007-08,Theft and Handling,43,"10,165"
E09000012,Hackney,2007-08,Theft and Handling,52.8,"11,862"
E09000013,Hammersmith and Fulham,2007-08,Theft and Handling,53.2,"9,381"
E09000014,Haringey,2007-08,Theft and Handling,46.5,"11,012"
E09000015,Harrow,2007-08,Theft and Handling,22.7,"5,141"
E09000016,Havering,2007-08,Theft and Handling,27.3,"6,283"
E09000017,Hillingdon,2007-08,Theft and Handling,33.5,"8,621"
E09000018,Hounslow,2007-08,Theft and Handling,34.2,"7,978"
E09000019,Islington,2007-08,Theft and Handling,72,"13,583"
E09000020,Kensington and Chelsea,2007-08,Theft and Handling,77.1,"12,564"
E09000021,Kingston upon Thames,2007-08,Theft and Handling,33.7,"5,205"
E09000022,Lambeth,2007-08,Theft and Handling,43.6,"12,428"
E09000023,Lewisham,2007-08,Theft and Handling,35.8,"9,346"
E09000024,Merton,2007-08,Theft and Handling,25.5,"4,945"
E09000025,Newham,2007-08,Theft and Handling,49.4,"13,159"
E09000026,Redbridge,2007-08,Theft and Handling,30.5,"7,936"
E09000027,Richmond upon Thames,2007-08,Theft and Handling,26.9,"4,906"
E09000028,Southwark,2007-08,Theft and Handling,51.2,"13,966"
E09000029,Sutton,2007-08,Theft and Handling,28.7,"5,291"
E09000030,Tower Hamlets,2007-08,Theft and Handling,53.4,"12,027"
E09000031,Waltham Forest,2007-08,Theft and Handling,37.8,"8,908"
E09000032,Wandsworth,2007-08,Theft and Handling,38.3,"11,166"
E09000033,Westminster,2007-08,Theft and Handling,171.6,"37,865"
#N/A,Heathrow,2007-08,Theft and Handling,n/a,"2,736"
E13000001,Inner London,2007-08,Theft and Handling,61.2,"185,597"
E13000002,Outer London,2007-08,Theft and Handling,30.8,"143,823"
E12000007,Met Police Area,2007-08,Theft and Handling,43.2,"332,156"
727,England and Wales,2007-08,Theft and Handling,12,"652,706"
E09000002,Barking and Dagenham,2008-09,Theft and Handling,32.7,"5,644"
E09000003,Barnet,2008-09,Theft and Handling,30.1,"10,198"
E09000004,Bexley,2008-09,Theft and Handling,23.2,"5,256"
E09000005,Brent,2008-09,Theft and Handling,26.8,"7,794"
E09000006,Bromley,2008-09,Theft and Handling,30.6,"9,344"
E09000007,Camden,2008-09,Theft and Handling,71.2,"14,971"
E09000008,Croydon,2008-09,Theft and Handling,29,"10,138"
E09000009,Ealing,2008-09,Theft and Handling,31.6,"10,233"
E09000010,Enfield,2008-09,Theft and Handling,26.6,"7,902"
E09000011,Greenwich,2008-09,Theft and Handling,39.5,"9,473"
E09000012,Hackney,2008-09,Theft and Handling,46,"10,634"
E09000013,Hammersmith and Fulham,2008-09,Theft and Handling,53.4,"9,448"
E09000014,Haringey,2008-09,Theft and Handling,37.5,"9,168"
E09000015,Harrow,2008-09,Theft and Handling,22,"5,048"
E09000016,Havering,2008-09,Theft and Handling,28.9,"6,702"
E09000017,Hillingdon,2008-09,Theft and Handling,30.6,"8,001"
E09000018,Hounslow,2008-09,Theft and Handling,33.2,"7,890"
E09000019,Islington,2008-09,Theft and Handling,62.6,"12,031"
E09000020,Kensington and Chelsea,2008-09,Theft and Handling,67.1,"10,907"
E09000021,Kingston upon Thames,2008-09,Theft and Handling,30.4,"4,743"
E09000022,Lambeth,2008-09,Theft and Handling,40.5,"11,706"
E09000023,Lewisham,2008-09,Theft and Handling,35.1,"9,342"
E09000024,Merton,2008-09,Theft and Handling,24.1,"4,720"
E09000025,Newham,2008-09,Theft and Handling,44.7,"12,360"
E09000026,Redbridge,2008-09,Theft and Handling,32.1,"8,513"
E09000027,Richmond upon Thames,2008-09,Theft and Handling,25.5,"4,664"
E09000028,Southwark,2008-09,Theft and Handling,47.4,"13,129"
E09000029,Sutton,2008-09,Theft and Handling,29,"5,387"
E09000030,Tower Hamlets,2008-09,Theft and Handling,42.9,"9,939"
E09000031,Waltham Forest,2008-09,Theft and Handling,35.7,"8,649"
E09000032,Wandsworth,2008-09,Theft and Handling,34.5,"10,161"
E09000033,Westminster,2008-09,Theft and Handling,169,"36,960"
#N/A,Heathrow,2008-09,Theft and Handling,n/a,"2,309"
E13000001,Inner London,2008-09,Theft and Handling,55.5,"170,756"
E13000002,Outer London,2008-09,Theft and Handling,29.6,"140,299"
E12000007,Met Police Area,2008-09,Theft and Handling,40.1,"313,364"
727,England and Wales,2008-09,Theft and Handling,10.7,"588,683"
E09000002,Barking and Dagenham,2009-10,Theft and Handling,31.9,"5,666"
E09000003,Barnet,2009-10,Theft and Handling,28.3,"9,781"
E09000004,Bexley,2009-10,Theft and Handling,21.4,"4,878"
E09000005,Brent,2009-10,Theft and Handling,28.4,"8,475"
E09000006,Bromley,2009-10,Theft and Handling,24.8,"7,602"
E09000007,Camden,2009-10,Theft and Handling,76,"16,188"
E09000008,Croydon,2009-10,Theft and Handling,30.4,"10,711"
E09000009,Ealing,2009-10,Theft and Handling,32.9,"10,844"
E09000010,Enfield,2009-10,Theft and Handling,24.9,"7,508"
E09000011,Greenwich,2009-10,Theft and Handling,35.1,"8,545"
E09000012,Hackney,2009-10,Theft and Handling,45.3,"10,714"
E09000013,Hammersmith and Fulham,2009-10,Theft and Handling,57.2,"10,296"
E09000014,Haringey,2009-10,Theft and Handling,36.4,"9,083"
E09000015,Harrow,2009-10,Theft and Handling,21.4,"5,007"
E09000016,Havering,2009-10,Theft and Handling,26.7,"6,254"
E09000017,Hillingdon,2009-10,Theft and Handling,29.5,"7,839"
E09000018,Hounslow,2009-10,Theft and Handling,32,"7,789"
E09000019,Islington,2009-10,Theft and Handling,62.9,"12,377"
E09000020,Kensington and Chelsea,2009-10,Theft and Handling,67.8,"10,969"
E09000021,Kingston upon Thames,2009-10,Theft and Handling,29.3,"4,605"
E09000022,Lambeth,2009-10,Theft and Handling,42,"12,348"
E09000023,Lewisham,2009-10,Theft and Handling,32.3,"8,739"
E09000024,Merton,2009-10,Theft and Handling,25.7,"5,083"
E09000025,Newham,2009-10,Theft and Handling,42,"12,031"
E09000026,Redbridge,2009-10,Theft and Handling,31.7,"8,566"
E09000027,Richmond upon Thames,2009-10,Theft and Handling,24.4,"4,499"
E09000028,Southwark,2009-10,Theft and Handling,43.3,"12,176"
E09000029,Sutton,2009-10,Theft and Handling,26.9,"5,056"
E09000030,Tower Hamlets,2009-10,Theft and Handling,40.3,"9,701"
E09000031,Waltham Forest,2009-10,Theft and Handling,37,"9,170"
E09000032,Wandsworth,2009-10,Theft and Handling,32.9,"9,862"
E09000033,Westminster,2009-10,Theft and Handling,176,"38,179"
#N/A,Heathrow,2009-10,Theft and Handling,n/a,"2,039"
E13000001,Inner London,2009-10,Theft and Handling,55.1,"172,663"
E13000002,Outer London,2009-10,Theft and Handling,28.7,"137,878"
E12000007,Met Police Area,2009-10,Theft and Handling,39.4,"312,580"
727,England and Wales,2009-10,Theft and Handling,8.9,"492,535"
E09000002,Barking and Dagenham,2010-11,Theft and Handling,34.5,"6,315"
E09000003,Barnet,2010-11,Theft and Handling,27.6,"9,700"
E09000004,Bexley,2010-11,Theft and Handling,19.1,"4,412"
E09000005,Brent,2010-11,Theft and Handling,27.4,"8,344"
E09000006,Bromley,2010-11,Theft and Handling,24.7,"7,628"
E09000007,Camden,2010-11,Theft and Handling,80.3,"17,235"
E09000008,Croydon,2010-11,Theft and Handling,30.4,"10,870"
E09000009,Ealing,2010-11,Theft and Handling,36.7,"12,267"
E09000010,Enfield,2010-11,Theft and Handling,25.4,"7,802"
E09000011,Greenwich,2010-11,Theft and Handling,34.1,"8,506"
E09000012,Hackney,2010-11,Theft and Handling,50.3,"12,161"
E09000013,Hammersmith and Fulham,2010-11,Theft and Handling,59.2,"10,706"
E09000014,Haringey,2010-11,Theft and Handling,35,"8,837"
E09000015,Harrow,2010-11,Theft and Handling,21.1,"5,012"
E09000016,Havering,2010-11,Theft and Handling,27.6,"6,512"
E09000017,Hillingdon,2010-11,Theft and Handling,27.9,"7,512"
E09000018,Hounslow,2010-11,Theft and Handling,33.5,"8,337"
E09000019,Islington,2010-11,Theft and Handling,65.1,"13,034"
E09000020,Kensington and Chelsea,2010-11,Theft and Handling,70.3,"11,279"
E09000021,Kingston upon Thames,2010-11,Theft and Handling,30.1,"4,768"
E09000022,Lambeth,2010-11,Theft and Handling,44.9,"13,366"
E09000023,Lewisham,2010-11,Theft and Handling,33.2,"9,057"
E09000024,Merton,2010-11,Theft and Handling,27.2,"5,413"
E09000025,Newham,2010-11,Theft and Handling,43.2,"12,929"
E09000026,Redbridge,2010-11,Theft and Handling,33.4,"9,197"
E09000027,Richmond upon Thames,2010-11,Theft and Handling,24.1,"4,497"
E09000028,Southwark,2010-11,Theft and Handling,45.6,"12,939"
E09000029,Sutton,2010-11,Theft and Handling,27.5,"5,209"
E09000030,Tower Hamlets,2010-11,Theft and Handling,43.1,"10,709"
E09000031,Waltham Forest,2010-11,Theft and Handling,40.6,"10,303"
E09000032,Wandsworth,2010-11,Theft and Handling,33.3,"10,063"
E09000033,Westminster,2010-11,Theft and Handling,172,"37,349"
#N/A,Heathrow,2010-11,Theft and Handling,n/a,"1,910"
E13000001,Inner London,2010-11,Theft and Handling,56.5,"179,664"
E13000002,Outer London,2010-11,Theft and Handling,29.2,"142,604"
E12000007,Met Police Area,2010-11,Theft and Handling,40.2,"324,178"
727,England and Wales,2010-11,Theft and Handling,8.1,"449,616"
E09000002,Barking and Dagenham,2011-12,Theft and Handling,33.4,"6,244"
E09000003,Barnet,2011-12,Theft and Handling,28.3,"10,132"
E09000004,Bexley,2011-12,Theft and Handling,17.3,"4,019"
E09000005,Brent,2011-12,Theft and Handling,28.7,"8,965"
E09000006,Bromley,2011-12,Theft and Handling,24.8,"7,696"
E09000007,Camden,2011-12,Theft and Handling,85.7,"18,863"
E09000008,Croydon,2011-12,Theft and Handling,30,"10,931"
E09000009,Ealing,2011-12,Theft and Handling,33.7,"11,425"
E09000010,Enfield,2011-12,Theft and Handling,25.7,"8,072"
E09000011,Greenwich,2011-12,Theft and Handling,30.3,"7,740"
E09000012,Hackney,2011-12,Theft and Handling,52.4,"12,948"
E09000013,Hammersmith and Fulham,2011-12,Theft and Handling,61.6,"11,246"
E09000014,Haringey,2011-12,Theft and Handling,38.1,"9,733"
E09000015,Harrow,2011-12,Theft and Handling,18.8,"4,527"
E09000016,Havering,2011-12,Theft and Handling,27.3,"6,506"
E09000017,Hillingdon,2011-12,Theft and Handling,29.7,"8,192"
E09000018,Hounslow,2011-12,Theft and Handling,35.4,"9,012"
E09000019,Islington,2011-12,Theft and Handling,62.3,"12,849"
E09000020,Kensington and Chelsea,2011-12,Theft and Handling,75.4,"11,940"
E09000021,Kingston upon Thames,2011-12,Theft and Handling,29.7,"4,761"
E09000022,Lambeth,2011-12,Theft and Handling,48.5,"14,757"
E09000023,Lewisham,2011-12,Theft and Handling,31.6,"8,750"
E09000024,Merton,2011-12,Theft and Handling,26,"5,215"
E09000025,Newham,2011-12,Theft and Handling,40.8,"12,657"
E09000026,Redbridge,2011-12,Theft and Handling,31.9,"8,977"
E09000027,Richmond upon Thames,2011-12,Theft and Handling,26.2,"4,905"
E09000028,Southwark,2011-12,Theft and Handling,47,"13,567"
E09000029,Sutton,2011-12,Theft and Handling,23.8,"4,544"
E09000030,Tower Hamlets,2011-12,Theft and Handling,43.2,"11,055"
E09000031,Waltham Forest,2011-12,Theft and Handling,37.5,"9,747"
E09000032,Wandsworth,2011-12,Theft and Handling,36.1,"11,096"
E09000033,Westminster,2011-12,Theft and Handling,180.7,"39,677"
#N/A,Heathrow,2011-12,Theft and Handling,n/a,"1,946"
E13000001,Inner London,2011-12,Theft and Handling,58.4,"189,138"
E13000002,Outer London,2011-12,Theft and Handling,28.5,"141,610"
E12000007,Met Police Area,2011-12,Theft and Handling,40.6,"332,694"
727,England and Wales,2011-12,Theft and Handling,7.4,"417,444"
E09000002,Barking and Dagenham,2012-13,Theft and Handling,32.8,"6,242"
E09000003,Barnet,2012-13,Theft and Handling,28.7,"10,458"
E09000004,Bexley,2012-13,Theft and Handling,18.8,"4,406"
E09000005,Brent,2012-13,Theft and Handling,26,"8,193"
E09000006,Bromley,2012-13,Theft and Handling,25.5,"8,018"
E09000007,Camden,2012-13,Theft and Handling,79,"17,767"
E09000008,Croydon,2012-13,Theft and Handling,30.1,"11,103"
E09000009,Ealing,2012-13,Theft and Handling,33.2,"11,306"
E09000010,Enfield,2012-13,Theft and Handling,27,"8,572"
E09000011,Greenwich,2012-13,Theft and Handling,31.3,"8,148"
E09000012,Hackney,2012-13,Theft and Handling,51.8,"13,064"
E09000013,Hammersmith and Fulham,2012-13,Theft and Handling,58.6,"10,534"
E09000014,Haringey,2012-13,Theft and Handling,37.4,"9,687"
E09000015,Harrow,2012-13,Theft and Handling,18.5,"4,489"
E09000016,Havering,2012-13,Theft and Handling,26.9,"6,454"
E09000017,Hillingdon,2012-13,Theft and Handling,26.5,"7,471"
E09000018,Hounslow,2012-13,Theft and Handling,33.6,"8,713"
E09000019,Islington,2012-13,Theft and Handling,66.1,"13,942"
E09000020,Kensington and Chelsea,2012-13,Theft and Handling,77.4,"12,065"
E09000021,Kingston upon Thames,2012-13,Theft and Handling,26.4,"4,333"
E09000022,Lambeth,2012-13,Theft and Handling,49.3,"15,292"
E09000023,Lewisham,2012-13,Theft and Handling,31.1,"8,760"
E09000024,Merton,2012-13,Theft and Handling,26.9,"5,445"
E09000025,Newham,2012-13,Theft and Handling,42.8,"13,452"
E09000026,Redbridge,2012-13,Theft and Handling,31.7,"9,028"
E09000027,Richmond upon Thames,2012-13,Theft and Handling,26,"4,920"
E09000028,Southwark,2012-13,Theft and Handling,46.9,"13,774"
E09000029,Sutton,2012-13,Theft and Handling,22.6,"4,385"
E09000030,Tower Hamlets,2012-13,Theft and Handling,42.4,"11,154"
E09000031,Waltham Forest,2012-13,Theft and Handling,39.3,"10,323"
E09000032,Wandsworth,2012-13,Theft and Handling,39.1,"12,055"
E09000033,Westminster,2012-13,Theft and Handling,171.5,"38,401"
#N/A,Heathrow,2012-13,Theft and Handling,n/a,"1,815"
E13000001,Inner London,2012-13,Theft and Handling,57.8,"189,947"
E13000002,Outer London,2012-13,Theft and Handling,28.3,"142,007"
E12000007,Met Police Area,2012-13,Theft and Handling,40.2,"333,769"
727,England and Wales,2012-13,Theft and Handling,24.6,"1,390,360"
E09000002,Barking and Dagenham,2013-14,Theft and Handling,30.2,"5,879"
E09000003,Barnet,2013-14,Theft and Handling,26.2,"9,670"
E09000004,Bexley,2013-14,Theft and Handling,17.9,"4,248"
E09000005,Brent,2013-14,Theft and Handling,24.5,"7,778"
E09000006,Bromley,2013-14,Theft and Handling,24.1,"7,672"
E09000007,Camden,2013-14,Theft and Handling,67,"15,399"
E09000008,Croydon,2013-14,Theft and Handling,28.2,"10,499"
E09000009,Ealing,2013-14,Theft and Handling,30.4,"10,398"
E09000010,Enfield,2013-14,Theft and Handling,28,"8,984"
E09000011,Greenwich,2013-14,Theft and Handling,27.6,"7,279"
E09000012,Hackney,2013-14,Theft and Handling,45.7,"11,769"
