Ward name,Old code,New code,Population - 2015,Children aged 0-15 - 2015,Working-age (16-64) - 2015,Older people aged 65+ - 2015,% All Children aged 0-15 - 2015,% All Working-age (16-64) - 2015,% All Older people aged 65+ - 2015,Mean Age - 2013,Median Age - 2013,Area - Square Kilometres,Population density (persons per sq km) - 2013,% BAME - 2011,% Not Born in UK - 2011,% English is First Language of no one in household - 2011,General Fertility Rate - 2013,Male life expectancy -2009-13,Female life expectancy -2009-13 ,% children in reception year who are obese - 2011/12 to 2013/14,% children in year 6 who are obese- 2011/12 to 2013/14,"Rate of All Ambulance Incidents per 1,000 population - 2014",Rates of ambulance call outs for alcohol related illness - 2014,Number Killed or Seriously Injured on the roads - 2014,In employment (16-64) - 2011,Employment rate (16-64) - 2011,Number of jobs in area - 2013,Employment per head of resident WA population - 2013,Rate of new registrations of migrant workers - 2011/12,Median House Price (£) - 2014,Number of properties sold - 2014,Median Household income estimate (2012/13),Number of Household spaces - 2011,% detached houses - 2011,% semi-detached houses - 2011,% terraced houses - 2011,"% Flat, maisonette or apartment - 2011",% Households Owned - 2011,% Households Social Rented - 2011,% Households Private Rented - 2011,% dwellings in council tax bands A or B - 2015,"% dwellings in council tax bands C, D or E - 2015","% dwellings in council tax bands F, G or H - 2015",Claimant rate of key out-of-work benefits (working age client group) (2014),Claimant Rate of Housing Benefit (2015),Claimant Rate of Employment Support Allowance - 2014,Rate of JobSeekers Allowance (JSA) Claimants - 2015,% dependent children (0-18) in out-of-work households - 2014,% of households with no adults in employment with dependent children - 2011,% of lone parents not in employment - 2011,(ID2010) - Rank of average score (within London) - 2010,(ID2010) % of LSOAs in worst 50% nationally - 2010,Average GCSE capped point scores - 2014,Unauthorised Absence in All Schools (%) - 2013,% with no qualifications - 2011,% with Level 4 qualifications and above - 2011,A-Level Average Point Score Per Student - 2013/14,A-Level Average Point Score Per Entry; 2013/14,Crime rate - 2014/15,Violence against the person rate - 2014/15,"Deliberate Fires per 1,000 population - 2014",% area that is open space - 2014,Cars per household - 2011,Average Public Transport Accessibility score - 2014,% travel by bicycle to work - 2011,Turnout at Mayoral election - 2012
Kensington and Chelsea - Golborne,00AWGF,E05000389,9600.0,1650.0,6850.0,1050.0,17.4,71.5,11.1,36.5,35.0,0.9,10111.1,52.1,46.1,16.9,48.7,77.4,83.1,13.3,20.6,190.4,1.3,3.0,3768.0,59.3,5300.0,0.8,40.3,533800.0,62.0,30100.0,4174.0,0.8,1.6,5.8,91.4,11.9,67.8,17.4,29.7,65.1,5.3,23.3,29.5,10.2,6.5,29.2,8.8,56.2,11.0,100.0,314.4,1.3,22.5,32.1,738.1,216.3,130.9,40.8,0.5,34.6,0.4,4.5,5.9,29.3
Kensington and Chelsea - Hans Town,00AWGG,E05000390,8850.0,1250.0,6150.0,1450.0,13.9,69.4,16.6,40.5,39.0,0.6,14416.7,23.5,55.6,24.8,38.1,85.4,87.8,n/a,n/a,96.0,0.7,3.0,4424.0,69.1,8100.0,1.3,59.3,1587500.0,176.0,58100.0,6553.0,0.8,1.8,13.9,83.5,34.7,16.4,43.3,1.4,36.9,61.7,5.4,7.4,3.0,0.9,8.5,2.3,51.5,469.0,33.3,337.8,0.8,9.2,55.1,639.7,210.8,188.3,23.0,n/a,8.5,0.6,6.6,3.1,27.7
Kensington and Chelsea - Holland,00AWGH,E05000391,9850.0,1850.0,6650.0,1350.0,18.6,67.7,13.6,37.8,37.0,1.0,9600.0,32.0,56.7,20.9,56.9,86.6,92.9,12.0,16.0,74.4,1.1,6.0,4586.0,66.4,3100.0,0.5,66.4,1375000.0,167.0,54770.0,4986.0,3.5,4.7,13.0,78.9,45.5,11.9,38.2,3.0,32.7,64.3,5.7,7.6,3.1,1.6,6.6,4.2,63.9,421.0,50.0,365.4,1.4,7.0,58.8,650.5,201.5,70.8,17.6,n/a,27.7,0.7,6.0,4.5,31.8
Kensington and Chelsea - Norland,00AWGJ,E05000392,8750.0,1600.0,5650.0,1500.0,18.3,64.5,17.2,39.7,39.0,0.7,12214.3,25.6,40.7,14.4,61.1,83.2,86.3,n/a,23.0,128.8,0.9,3.0,3961.0,67.4,4600.0,0.8,38.1,1343000.0,110.0,53430.0,4408.0,1.3,6.6,21.7,70.3,34.9,38.5,23.6,7.3,50.1,42.6,11.3,16.2,5.1,2.5,15.7,4.3,55.2,305.0,66.7,323.0,1.0,14.2,51.2,663.6,197.0,97.2,23.7,0.1,15.4,0.6,5.4,5.8,35.9
Kensington and Chelsea - Notting Barns,00AWGK,E05000393,9750.0,1850.0,6550.0,1350.0,19.1,67.2,13.7,37.0,36.0,0.6,15750.0,42.7,41.6,14.6,52.4,77.4,85.5,n/a,23.9,125.6,0.6,6.0,4036.0,61.8,5300.0,0.8,33.6,776000.0,55.0,36690.0,4237.0,1.0,3.6,11.3,83.8,24.2,55.8,16.5,17.9,66.5,15.6,19.6,25.6,8.0,4.2,28.6,8.5,55.5,64.0,100.0,330.4,1.1,19.4,37.2,667.6,206.4,99.3,30.1,0.3,9.3,0.5,4.2,7.4,35.3
Kensington and Chelsea - Pembridge,00AWGL,E05000394,7700.0,1100.0,5700.0,950.0,14.0,73.8,12.3,37.8,35.0,0.5,15100.0,22.1,51.2,20.2,50.3,83.7,84.6,n/a,n/a,134.2,1.8,3.0,4288.0,74.8,3900.0,0.7,90.1,1127500.0,124.0,55710.0,4418.0,2.0,3.9,11.1,82.9,40.6,12.7,43.0,6.7,38.7,54.6,5.6,8.4,3.0,1.5,5.2,2.2,49.6,413.0,60.0,385.6,0.5,6.2,60.8,787.5,214.7,177.9,31.0,0.0,11.9,0.5,7.0,4.8,30.6
Kensington and Chelsea - Queen's Gate,00AWGM,E05000395,9950.0,1500.0,7450.0,1050.0,14.8,74.8,10.4,36.3,34.0,0.6,16166.7,28.7,63.2,24.9,47.5,86.6,89.8,n/a,n/a,84.3,1.2,1.0,4971.0,66.3,13300.0,1.8,88.4,1745000.0,192.0,63630.0,5645.0,1.2,4.1,9.4,85.3,41.5,4.0,48.6,2.3,16.9,80.8,1.8,2.7,0.8,0.8,1.2,1.5,45.8,534.0,0.0,376.8,0.6,3.8,61.7,626.6,189.1,88.0,14.4,0.0,5.8,0.6,6.0,4.1,26.6
Kensington and Chelsea - Redcliffe,00AWGN,E05000396,9300.0,1400.0,6750.0,1100.0,15.3,72.6,12.1,37.5,36.0,0.7,13000.0,18.8,53.4,21.6,51.3,84.4,88.5,n/a,23.9,71.5,0.7,7.0,5131.0,74.3,2800.0,0.4,58.5,995000.0,214.0,54550.0,5202.0,1.4,3.3,11.3,84.0,46.2,10.4,40.2,1.9,44.5,53.6,6.5,9.1,2.8,1.8,4.7,2.0,42.8,368.0,50.0,342.3,1.0,5.2,60.5,633.9,193.6,80.1,15.0,n/a,28.1,0.6,6.2,5.0,28.6
Kensington and Chelsea - Royal Hospital,00AWGP,E05000397,7350.0,1000.0,4750.0,1600.0,13.6,64.7,21.7,43.8,43.0,0.9,7944.4,15.4,44.8,16.7,43.4,79.6,88.0,n/a,30.8,124.3,1.7,6.0,3539.0,72.8,5300.0,1.1,38.6,1995000.0,137.0,60600.0,4166.0,1.1,2.6,19.3,77.0,45.3,13.6,35.8,1.6,24.2,74.1,4.9,6.3,2.3,1.4,6.7,1.9,49.5,492.0,20.0,366.2,1.5,9.0,56.1,770.6,214.0,117.9,16.7,n/a,43.1,0.8,5.0,4.4,36.4
Kensington and Chelsea - St. Charles,00AWGQ,E05000398,9600.0,1800.0,6700.0,1100.0,18.6,69.8,11.6,37.1,36.0,0.7,13285.7,37.6,37.8,13.5,49.6,74.8,81.9,n/a,23.7,210.2,0.9,3.0,4126.0,63.4,3000.0,0.5,39.2,642500.0,92.0,36100.0,4356.0,1.8,3.7,10.8,83.8,20.9,58.7,15.9,15.5,68.6,15.9,20.8,26.6,9.9,4.1,28.8,7.9,53.2,69.0,100.0,330.5,1.6,21.5,35.5,672.0,210.3,114.8,42.4,0.3,21.9,0.5,3.8,6.8,32.5
Kensington and Chelsea - Stanley,00AWGR,E05000399,8250.0,1300.0,5650.0,1300.0,15.5,68.5,16.0,39.6,37.0,0.7,11571.4,19.0,48.7,19.3,42.5,83.3,84.0,7.7,18.6,175.0,1.4,8.0,4239.0,73.0,13500.0,2.4,46.5,1100000.0,165.0,54990.0,4528.0,2.0,6.8,18.8,72.5,45.5,13.1,38.3,1.1,35.9,63.0,4.5,6.7,2.0,1.0,6.9,2.3,48.5,481.0,20.0,344.5,1.1,7.3,56.1,599.3,195.3,118.7,28.2,n/a,9.1,0.7,5.6,4.0,33.5
Kingston upon Thames - Alexandra,00AXFX,E05000400,9700.0,1900.0,6200.0,1600.0,19.7,63.7,16.6,38.9,39.0,2.7,3537.0,29.8,27.2,8.2,61.6,83.4,86.9,7.6,20.6,92.4,0.4,3.0,4464.0,75.1,2500.0,0.4,17.6,404975.0,136.0,41390.0,3443.0,9.3,56.3,21.5,12.0,80.2,4.9,13.3,4.0,79.4,16.6,5.5,5.1,3.1,1.0,6.3,2.7,31.2,590.0,0.0,353.3,0.4,15.8,32.7,762.2,215.2,34.7,7.9,0.3,43.7,1.4,2.2,3.9,36.3
Kingston upon Thames - Berrylands,00AXFY,E05000401,9800.0,1800.0,6500.0,1500.0,18.2,66.4,15.4,38.3,36.0,1.5,6466.7,18.1,24.1,6.9,56.8,79.0,83.3,4.6,8.6,102.8,0.4,1.0,4813.0,74.8,2000.0,0.3,15.9,361125.0,172.0,42330.0,4447.0,10.5,25.7,9.0,54.7,54.6,17.4,26.9,8.9,70.4,20.7,7.3,9.8,4.2,1.4,6.8,2.3,36.9,530.0,16.7,342.7,0.5,11.9,48.4,733.7,212.9,31.6,8.2,0.3,10.9,1.0,2.8,4.6,38.0
Kingston upon Thames - Beverley,00AXFZ,E05000402,10450.0,2200.0,6900.0,1350.0,20.8,66.0,13.1,37.3,37.0,1.9,5447.4,32.6,32.4,13.3,75.0,80.8,81.8,6.5,13.1,117.9,0.6,0.0,4807.0,71.6,4500.0,0.7,30.0,435000.0,167.0,40700.0,4047.0,9.6,33.7,26.3,30.4,63.7,11.5,22.1,5.5,76.4,18.1,7.2,8.8,3.6,1.8,9.2,4.1,43.4,544.0,16.7,372.3,0.7,15.2,41.7,761.5,219.3,64.5,15.4,0.7,26.4,1.0,2.8,4.4,41.2
Kingston upon Thames - Canbury,00AXGA,E05000403,13300.0,3100.0,9050.0,1150.0,23.4,68.1,8.5,33.6,33.0,1.2,10791.7,21.4,27.5,9.5,70.0,81.0,85.8,3.8,12.1,75.1,0.5,1.0,6529.0,74.9,5200.0,0.6,21.2,449500.0,397.0,45600.0,5317.0,14.1,24.5,14.1,47.3,55.1,12.5,30.3,2.8,74.7,22.4,6.3,7.0,2.7,1.5,5.7,3.0,35.3,559.0,16.7,367.5,0.6,9.0,54.4,801.5,222.6,38.4,9.4,0.2,7.0,0.9,4.1,6.1,35.2
Kingston upon Thames - Chessington North and Hook,00AXGB,E05000404,9000.0,1800.0,5800.0,1400.0,20.1,64.6,15.3,38.3,38.0,1.9,4710.5,15.0,17.2,5.0,55.0,80.4,86.8,9.8,23.8,105.4,0.7,2.0,4334.0,76.4,2000.0,0.3,10.4,310000.0,137.0,37230.0,3430.0,6.6,46.6,29.5,17.2,74.8,14.8,8.6,1.8,96.2,2.0,8.4,6.3,3.7,1.4,10.9,3.6,35.9,516.0,0.0,307.1,0.8,21.9,22.8,647.0,205.0,43.9,13.9,1.2,27.5,1.3,2.4,2.5,30.8
Kingston upon Thames - Chessington South,00AXGC,E05000405,10550.0,2200.0,6800.0,1500.0,20.9,64.6,14.4,37.6,37.0,7.6,1375.0,13.0,14.3,3.9,64.1,83.3,83.9,8.1,24.6,109.7,0.5,0.0,5291.0,78.5,5300.0,0.8,6.8,315000.0,201.0,38310.0,4112.0,11.2,26.4,41.3,20.9,77.3,11.7,9.7,4.1,89.2,6.7,7.3,6.4,3.2,1.3,13.1,3.9,39.6,548.0,16.7,321.3,0.8,19.1,25.3,643.4,203.6,47.5,16.3,0.6,75.7,1.4,2.4,2.3,30.4
Kingston upon Thames - Coombe Hill,00AXGD,E05000406,10750.0,1950.0,7150.0,1600.0,18.3,66.8,14.9,37.1,34.0,4.4,2420.5,35.5,40.6,13.9,44.7,83.2,84.8,4.9,21.4,171.9,0.7,4.0,4458.0,64.5,7200.0,1.0,34.7,480000.0,161.0,45650.0,3838.0,29.5,16.8,11.6,42.1,61.0,11.6,25.5,1.1,51.7,47.2,4.9,5.4,2.0,1.3,8.2,3.9,50.2,570.0,14.3,339.8,0.9,10.7,44.5,667.1,214.2,47.8,12.6,0.3,42.1,1.3,2.5,3.2,34.9
Kingston upon Thames - Coombe Vale,00AXGE,E05000407,10050.0,2100.0,6550.0,1450.0,20.6,65.2,14.2,37.9,38.0,1.6,6250.0,33.4,33.5,11.1,60.5,82.9,86.1,5.2,12.7,77.3,0.5,0.0,4619.0,72.4,1900.0,0.3,20.1,480000.0,133.0,44320.0,3700.0,16.6,43.0,19.7,20.6,72.3,6.9,19.4,3.3,66.1,30.6,5.2,5.5,2.1,0.9,6.3,2.6,33.3,606.0,0.0,367.0,0.6,11.7,47.4,810.4,223.5,26.2,6.5,0.1,11.0,1.2,2.3,4.3,40.5
Kingston upon Thames - Grove,00AXGF,E05000408,11800.0,1950.0,8750.0,1050.0,16.8,74.4,8.8,33.4,30.0,1.9,6105.3,23.2,31.4,11.2,47.8,79.2,87.2,6.0,18.9,240.7,5.0,6.0,5683.0,66.8,23000.0,2.6,35.2,400000.0,236.0,41410.0,5094.0,6.3,17.9,7.6,68.0,47.5,13.2,37.5,11.1,70.7,18.2,7.6,7.2,2.7,1.6,9.7,2.4,44.0,478.0,20.0,324.8,0.6,8.5,47.0,667.6,209.8,268.5,65.8,0.2,23.6,0.8,4.2,4.7,28.9
Kingston upon Thames - Norbiton,00AXGG,E05000409,10600.0,2150.0,7500.0,1000.0,20.1,70.6,9.2,34.0,32.0,1.3,8076.9,31.0,34.1,13.6,65.0,77.1,80.5,11.3,19.6,105.2,0.7,6.0,4973.0,68.2,4000.0,0.5,30.6,341750.0,166.0,34650.0,4162.0,6.8,29.7,14.6,48.9,42.3,31.2,24.3,17.1,74.3,8.7,11.2,13.1,5.0,2.4,20.0,5.3,50.9,356.0,50.0,308.4,1.4,17.7,35.8,677.3,219.8,62.4,22.7,0.2,34.5,0.8,3.6,5.4,29.2
Kingston upon Thames - Old Malden,00AXGH,E05000410,9700.0,1850.0,6100.0,1750.0,19.0,63.0,18.1,39.9,40.0,1.8,5361.1,30.8,27.3,8.4,58.4,83.6,87.4,6.7,16.4,82.2,0.3,1.0,4501.0,74.0,1100.0,0.2,15.6,395725.0,134.0,41760.0,3645.0,18.7,45.9,16.9,18.5,77.4,9.1,12.3,3.1,63.6,33.3,6.7,5.4,2.6,1.1,8.9,3.7,39.2,566.0,16.7,347.0,0.7,15.7,34.4,765.5,221.0,29.6,8.0,0.1,21.3,1.4,2.7,2.3,36.1
Kingston upon Thames - St. James,00AXGJ,E05000411,9250.0,1700.0,5900.0,1650.0,18.2,63.7,18.1,40.6,41.0,2.2,4181.8,41.4,37.3,12.7,53.5,81.4,82.2,5.9,14.8,116.8,0.4,5.0,4061.0,71.9,2000.0,0.3,22.9,443567.5,112.0,41850.0,3392.0,23.4,40.4,20.0,16.3,75.3,9.3,14.0,0.9,69.4,29.7,6.7,6.3,2.7,1.1,7.3,2.7,29.5,550.0,0.0,355.0,0.5,15.9,38.0,729.9,213.6,33.8,9.9,0.7,28.2,1.3,2.6,3.0,37.8
Kingston upon Thames - St. Mark's,00AXGK,E05000412,10900.0,1350.0,8650.0,900.0,12.2,79.4,8.3,33.6,30.0,1.4,7785.7,21.3,29.1,8.9,46.9,81.7,84.3,2.9,8.7,90.3,0.7,3.0,5872.0,69.4,4300.0,0.5,25.3,395350.0,286.0,44930.0,4608.0,4.2,16.5,9.1,70.0,53.1,6.7,38.6,8.4,80.2,11.4,4.8,5.5,2.8,1.5,4.3,1.6,40.8,537.0,16.7,336.4,0.5,6.7,48.3,725.5,211.6,49.7,13.5,0.4,23.9,0.9,3.7,4.2,30.2
Kingston upon Thames - Surbiton Hill,00AXGL,E05000413,10950.0,1900.0,7550.0,1450.0,17.4,69.2,13.5,37.7,35.0,1.7,6352.9,19.0,25.0,7.0,60.0,79.7,82.6,4.2,9.8,112.4,0.4,2.0,5705.0,78.2,2100.0,0.3,19.0,396770.0,237.0,43160.0,4776.0,16.2,18.8,7.3,57.7,60.5,7.5,30.7,4.3,74.7,21.0,5.2,5.4,2.6,1.1,9.3,2.3,39.3,568.0,0.0,361.6,0.6,10.7,52.2,682.4,204.4,29.6,10.1,0.3,5.8,1.0,3.3,3.7,34.7
Kingston upon Thames - Tolworth and Hook Rise,00AXGM,E05000414,10650.0,2150.0,7050.0,1450.0,20.1,66.1,13.8,37.3,36.0,2.6,3961.5,27.2,26.1,8.0,59.1,80.3,86.7,4.9,15.2,115.2,0.6,3.0,4993.0,76.2,5200.0,0.8,22.7,337195.0,153.0,37840.0,3836.0,6.4,46.8,24.5,22.0,71.2,10.7,16.5,4.6,91.8,3.6,6.7,6.8,3.0,1.3,10.2,3.3,38.2,528.0,0.0,337.5,0.7,18.4,30.0,714.3,213.3,53.7,14.2,0.7,33.1,1.2,2.3,2.9,32.1
Kingston upon Thames - Tudor,00AXGN,E05000415,9850.0,2150.0,6200.0,1450.0,22.0,63.1,14.9,38.5,40.0,1.6,6125.0,17.6,23.9,6.1,52.4,84.1,87.2,3.3,11.6,65.3,0.5,2.0,4674.0,76.9,1900.0,0.3,11.2,550000.0,151.0,48530.0,3846.0,17.1,33.9,24.0,25.0,76.5,7.5,14.2,0.5,66.6,32.9,5.4,3.8,2.0,0.9,5.4,2.0,28.0,616.0,0.0,378.9,0.5,10.1,51.3,810.1,222.0,33.1,6.6,0.1,22.7,1.2,2.3,7.0,42.1
Lambeth - Bishop's,00AYFZ,E05000416,11400.0,1250.0,9200.0,950.0,10.9,80.9,8.2,34.9,31.0,1.5,7066.7,42.0,43.0,13.7,33.2,79.1,83.2,15.6,22.2,370.9,5.8,12.0,5119.0,66.2,43400.0,5.0,54.5,590000.0,97.0,40360.0,4927.0,0.5,1.6,8.6,89.2,21.0,41.8,33.9,26.2,44.2,29.6,10.9,12.0,3.6,2.6,17.9,3.8,47.0,235.0,83.3,324.8,1.1,14.5,47.2,615.6,199.4,243.6,48.3,0.7,31.6,0.4,7.6,6.4,33.2
Lambeth - Brixton Hill,00AYGA,E05000417,16650.0,2650.0,12900.0,1100.0,16.0,77.3,6.7,33.6,31.0,1.1,14863.6,41.5,37.4,11.1,48.4,76.2,81.4,9.9,20.2,123.7,0.6,1.0,9214.0,75.3,3900.0,0.3,55.3,420000.0,271.0,39050.0,6947.0,1.6,4.5,19.5,74.4,32.8,32.2,31.9,25.5,69.7,4.8,13.7,12.6,3.8,3.0,24.7,5.4,41.2,188.0,100.0,312.5,1.1,13.8,49.6,642.6,202.0,91.5,28.0,0.2,13.1,0.5,4.9,10.1,34.3
Lambeth - Clapham Common,00AYGB,E05000418,13600.0,2150.0,10500.0,950.0,15.8,77.1,7.1,33.4,31.0,1.3,10192.3,24.3,33.5,7.6,48.0,78.5,83.0,12.7,20.2,112.1,0.5,1.0,8007.0,80.3,8200.0,0.8,40.7,620000.0,243.0,49520.0,5525.0,1.6,8.7,21.2,68.4,42.6,23.7,32.4,21.5,54.0,24.5,9.4,9.4,2.9,2.1,15.9,3.8,51.3,317.0,87.5,296.2,1.0,8.3,63.3,674.1,213.6,85.6,20.4,0.5,27.9,0.7,4.1,8.8,31.7
Lambeth - Clapham Town,00AYGC,E05000419,14850.0,2150.0,11700.0,1000.0,14.3,78.9,6.7,33.8,31.0,1.1,13045.5,29.3,35.2,7.8,32.4,74.5,80.7,12.0,24.5,143.2,2.4,7.0,8628.0,80.0,6200.0,0.5,45.8,610000.0,243.0,44960.0,6348.0,1.6,4.8,18.8,74.8,33.7,29.7,33.8,15.8,68.7,15.5,10.8,11.4,3.8,2.4,19.4,4.4,49.7,217.0,100.0,311.5,1.0,10.9,59.7,684.8,215.9,142.5,34.3,0.4,13.1,0.5,5.1,8.6,31.0
Lambeth - Coldharbour,00AYGD,E05000420,17500.0,3550.0,12900.0,1050.0,20.2,73.7,6.1,32.4,30.0,1.2,14333.3,62.1,43.7,13.3,54.5,76.7,86.5,12.9,24.3,200.5,1.8,7.0,7874.0,64.9,5500.0,0.4,55.6,435000.0,119.0,32220.0,7273.0,2.4,5.2,12.8,79.6,16.1,59.1,21.5,35.7,62.0,2.3,18.4,22.0,6.2,5.6,27.6,9.7,51.7,49.0,100.0,305.6,1.3,17.6,36.8,617.7,199.8,180.9,56.4,0.4,14.4,0.4,5.4,8.0,33.3
Lambeth - Ferndale,00AYGE,E05000421,16400.0,2050.0,13400.0,950.0,12.5,81.6,5.9,33.4,30.0,0.9,17555.6,40.4,41.7,11.8,36.0,77.1,84.5,15.2,32.6,141.4,1.2,2.0,9406.0,77.0,4600.0,0.4,64.1,497475.0,240.0,39480.0,6710.0,1.6,3.3,15.8,79.3,26.5,37.4,34.2,30.4,63.5,6.1,12.4,13.7,4.5,3.0,25.2,5.2,51.8,187.0,100.0,313.0,0.9,13.3,52.9,659.5,204.8,145.6,38.4,0.5,10.3,0.4,6.3,8.2,29.7
Lambeth - Gipsy Hill,00AYGF,E05000422,13900.0,3150.0,9600.0,1150.0,22.7,68.9,8.4,33.9,33.0,1.6,8625.0,44.9,30.6,7.7,80.3,78.3,82.1,13.3,27.5,116.7,0.7,3.0,6633.0,69.7,2000.0,0.2,20.6,350000.0,283.0,36650.0,6102.0,2.7,15.0,20.4,61.9,37.2,36.6,24.1,24.7,71.2,4.1,16.8,19.3,6.6,4.1,24.0,8.0,47.9,194.0,88.9,314.3,1.2,18.4,39.3,674.9,203.1,79.6,27.8,1.1,25.7,0.6,3.7,6.2,33.8
Lambeth - Herne Hill,00AYGG,E05000423,15600.0,2950.0,11450.0,1200.0,19.0,73.4,7.6,34.3,33.0,2.0,7700.0,39.6,35.3,10.8,60.5,77.9,85.0,9.9,19.5,125.1,0.6,6.0,8459.0,75.3,12000.0,1.1,54.0,432500.0,204.0,41700.0,6688.0,2.8,9.3,20.6,67.2,37.2,31.8,29.0,25.0,63.0,11.9,14.4,13.6,4.3,3.3,16.4,5.1,45.0,208.0,87.5,324.5,1.1,12.2,52.0,704.1,223.0,92.4,26.7,0.1,37.9,0.5,4.5,12.5,40.3
Lambeth - Knight's Hill,00AYGH,E05000424,15200.0,3450.0,10350.0,1400.0,22.6,68.2,9.2,34.2,33.0,1.5,9966.7,47.7,35.3,11.6,70.5,76.5,80.6,9.1,21.3,121.2,0.6,3.0,6876.0,68.8,2700.0,0.3,35.8,355000.0,227.0,36950.0,6249.0,3.5,20.2,19.0,57.2,42.9,30.6,24.8,20.4,72.3,7.2,17.3,16.5,5.4,4.0,20.0,7.5,46.5,169.0,100.0,322.1,1.2,15.9,38.2,661.0,205.2,74.6,24.1,0.3,13.3,0.6,4.1,4.9,34.2
Lambeth - Larkhall,00AYGJ,E05000425,18000.0,2900.0,13950.0,1150.0,16.0,77.6,6.4,32.9,30.0,1.1,16181.8,43.3,42.2,13.0,36.1,75.5,80.5,10.8,28.6,124.4,0.8,6.0,9777.0,73.5,4700.0,0.3,58.7,430000.0,249.0,37260.0,7304.0,1.7,3.5,11.1,83.7,25.0,41.4,30.3,36.4,57.9,5.7,14.0,14.8,4.4,3.6,25.0,7.2,50.4,175.0,100.0,308.9,1.1,13.9,48.5,633.3,208.9,92.8,27.5,1.1,20.0,0.4,5.2,8.1,28.6
Lambeth - Oval,00AYGK,E05000426,16600.0,2300.0,13150.0,1150.0,13.7,79.3,7.0,34.3,31.0,1.3,12269.2,36.9,42.6,15.0,37.3,79.0,81.8,9.9,25.2,156.5,1.8,8.0,8847.0,74.3,12700.0,1.0,60.1,699995.0,276.0,39200.0,7343.0,0.8,1.8,10.1,87.3,26.2,34.8,34.7,30.4,51.0,18.6,12.2,13.5,4.3,2.9,22.2,4.8,47.1,197.0,100.0,321.5,0.9,13.0,51.6,662.2,207.0,127.4,35.3,0.4,24.9,0.4,6.9,9.2,34.2
Lambeth - Prince's,00AYGL,E05000427,15400.0,2550.0,11450.0,1400.0,16.5,74.3,9.2,35.5,33.0,1.2,12458.3,43.4,38.5,12.4,47.3,77.9,84.4,10.0,23.9,169.2,1.6,6.0,7480.0,71.1,15600.0,1.4,61.8,495000.0,213.0,37600.0,7118.0,0.7,1.7,12.1,85.5,27.2,47.1,20.4,35.9,49.3,14.7,16.1,17.8,5.4,3.9,24.1,6.5,47.6,157.0,100.0,333.5,0.9,16.3,46.5,663.6,212.7,119.3,30.8,0.1,20.7,0.4,6.3,9.0,37.8
Lambeth - St. Leonard's,00AYGM,E05000428,15200.0,2800.0,11250.0,1150.0,18.3,74.0,7.7,34.1,32.0,1.4,10642.9,38.9,40.4,15.8,67.4,79.7,85.7,8.8,20.9,117.6,0.7,7.0,8292.0,75.6,3700.0,0.3,58.8,340000.0,415.0,39880.0,6549.0,5.7,10.9,13.3,70.0,39.7,14.0,44.7,20.1,64.9,15.1,13.0,13.7,4.5,3.0,14.7,4.4,45.5,165.0,100.0,341.1,1.3,12.6,46.3,728.5,219.1,104.0,30.5,0.3,12.1,0.6,5.9,6.0,29.9
Lambeth - Stockwell,00AYGN,E05000429,15250.0,2800.0,11350.0,1100.0,18.4,74.5,7.1,33.8,32.0,0.9,16777.8,44.3,44.9,17.8,46.8,78.8,81.9,15.0,25.7,118.6,0.8,3.0,7863.0,71.2,2800.0,0.2,70.8,391375.0,124.0,35050.0,6582.0,1.6,3.3,8.5,86.5,24.8,45.0,27.3,43.2,49.1,7.8,14.8,16.8,5.1,3.6,25.5,7.1,49.4,177.0,100.0,313.7,1.0,16.2,41.0,634.4,199.5,83.7,29.5,0.3,13.2,0.4,5.4,8.7,34.4
Lambeth - Streatham Hill,00AYGP,E05000430,15150.0,2700.0,11200.0,1250.0,18.0,73.9,8.2,34.5,33.0,1.3,11307.7,37.9,37.8,12.4,65.4,77.1,81.1,13.2,20.9,103.5,0.4,7.0,7798.0,74.6,1800.0,0.2,48.6,359000.0,278.0,39250.0,6220.0,2.7,15.3,11.0,71.0,41.1,24.9,32.1,22.4,66.4,11.1,11.4,13.4,4.5,3.0,15.9,5.0,44.3,247.0,88.9,316.5,1.2,13.5,46.4,710.5,223.7,76.9,23.6,0.2,14.1,0.6,5.3,7.6,32.8
Lambeth - Streatham South,00AYGQ,E05000431,14750.0,2950.0,10150.0,1650.0,20.0,68.8,11.2,35.6,33.0,1.7,8558.8,52.5,44.5,15.8,70.0,81.2,84.4,9.5,23.9,105.0,0.5,2.0,6900.0,70.4,1500.0,0.2,59.3,375000.0,181.0,36710.0,5556.0,5.7,19.8,40.2,34.4,53.0,15.5,28.8,10.5,78.7,10.8,13.3,11.6,4.3,3.4,16.0,5.8,41.1,268.0,100.0,327.7,1.1,17.0,34.8,663.1,210.9,74.9,20.1,0.3,26.0,0.8,4.1,4.1,33.1
Lambeth - Streatham Wells,00AYGR,E05000432,15250.0,3050.0,10950.0,1250.0,19.8,71.9,8.3,34.0,32.0,1.5,10066.7,43.1,41.2,14.2,60.5,78.2,80.6,9.6,20.9,105.3,0.4,3.0,8008.0,74.2,2700.0,0.2,42.2,345875.0,298.0,38270.0,6588.0,4.0,14.5,11.6,69.9,41.5,20.8,35.0,20.8,70.2,9.0,12.4,13.0,4.2,2.9,17.6,5.6,43.4,240.0,100.0,311.0,1.3,13.9,42.6,652.4,203.7,72.7,22.6,0.2,18.3,0.6,4.4,5.5,32.3
